dataset	column	value	description	is_missing_value	standardized_term
ds005505	seqLearning8target	unavailable			
ds005505	symbolSearch	available			
ds005505	symbolSearch	caution			
ds005505	symbolSearch	unavailable			
ds005112	sex	F	female		
ds005112	sex	M	male		
ds005112	handedness			True	
ds005112	handedness	l	left		
ds005112	handedness	r	right		
ds005112	handedness	a	ambidextrous		
ds005510	release_number	R6			
ds005510	sex	F	Female		
ds005510	sex	M	Male		
ds005510	commercial_use	Yes	Subject gave consent to commercial use of data		
ds005510	full_pheno	Yes			
ds005510	full_pheno	No			
ds005510	RestingState	available			
ds005510	RestingState	caution			
ds005510	DespicableMe	available			
ds005510	DespicableMe	unavailable			
ds005510	FunwithFractals	available			
ds005510	FunwithFractals	unavailable			
ds005510	ThePresent	available			
ds005510	ThePresent	unavailable			
ds005510	ThePresent	caution			
ds005510	DiaryOfAWimpyKid	available			
ds005510	DiaryOfAWimpyKid	unavailable			
ds005510	contrastChangeDetection_1	available			
ds005510	contrastChangeDetection_1	unavailable			
ds005510	contrastChangeDetection_2	available			
ds005510	contrastChangeDetection_2	unavailable			
ds005510	contrastChangeDetection_2	caution			
ds005510	contrastChangeDetection_3	available			
ds005510	contrastChangeDetection_3	unavailable			
ds005510	contrastChangeDetection_3	caution			
ds005510	surroundSupp_1	available			
ds005510	surroundSupp_1	unavailable			
ds005510	surroundSupp_1	caution			
ds005510	surroundSupp_2	available			
ds005510	surroundSupp_2	unavailable			
ds005510	seqLearning6target	unavailable			
ds005510	seqLearning6target	available			
ds005510	seqLearning8target	available			
ds005510	seqLearning8target	unavailable			
ds005510	symbolSearch	caution			
ds005510	symbolSearch	available			
ds005510	symbolSearch	unavailable			
ds004965	sex	M	male		
ds004965	sex	F	female		
ds007116	study_group	ADHD	participants with ADHD		
ds007116	study_group	TD/NC	typically developing comparator participants		
ds007116	study_group	PRO/CHR	participants with psychosis or at clinical high risk for psychosis		
ds007116	sex	M	male		
ds007116	sex	F	female		
ds007116	race	White	White		
ds007116	race	Black or African American	Black of African American		
ds007116	race	Asian	Asian		
ds007116	race	More than one race	More than one race		
ds007116	race	Unknown or not reported	Unknown or not reported		
ds007116	ethnicity	Hispanic	Hispanic		
ds007116	ethnicity	Non - Hispanic	Non-Hispanic		
ds007116	ethnicity			True	
ds007116	age	15			
ds007116	age	11			
ds007116	age	13			
ds007116	age	14			
ds007116	age	9			
ds007116	age	12			
ds007116	age	10			
ds007116	age	8			
ds007116	age	16			
ds007116	dx_none	0			
ds007116	dx_none	1			
ds007116	dx_prodromal	0			
ds007116	dx_prodromal	1			
ds007116	dx_prodromal_remit	0			
ds007116	dx_prodromal_remit	1			
ds007116	dx_psychosis	0			
ds007116	dx_psychosis	1			
ds007116	dx_moodnos	1			
ds007116	dx_moodnos	0			
ds007116	dx_mdd	0			
ds007116	dx_mdd	1			
ds007116	dx_bp	1			
ds007116	dx_bp	0			
ds007116	dx_adhd	1			
ds007116	dx_adhd	0			
ds007116	dx_ptsd	0			
ds007116	dx_ptsd	1			
ds007116	dx_ptsd_remit	0			
ds007116	dx_ptsd_remit	1			
ds004627	datasharing	1			
ds004627	sex	M			
ds004627	sex	F			
ds005555	sex	F	Female		
ds005555	sex	M	Male		
ds004466	sex	F			
ds004466	sex	M			
ds004466	sex	O			
ds004466	group	syn			
ds004466	group	control			
ds006018	Age_Grouped	18 to 22			
ds006018	Age_Grouped	23 to 26			
ds006018	Age_Grouped	27 to 30			
ds006018	Gender	female			
ds006018	Gender	male			
ds006018	Gender	cannot be disclosed			
ds006018	Handedness	right			
ds006018	Handedness	left			
ds006018	Handedness	ambidextrous (i.e., both right and left)			
ds006018	Highest_Edu_Grouped	High School			
ds006018	Highest_Edu_Grouped	Bachelor's Degree or Higher			
ds006018	Highest_Edu_Grouped	Some College or Associate Degree			
ds006018	Highest_Adult_Edu_Grouped	Some College or Associate Degree			
ds006018	Highest_Adult_Edu_Grouped	Bachelor's Degree or Higher			
ds006018	Highest_Adult_Edu_Grouped	High School or Less			
ds006018	PassiveAuditoryOddballEEG	1			
ds006018	PassiveAuditoryOddballEEG	0			
ds006018	PassiveAuditoryOddballEEG_missingness_reason			True	
ds006018	PassiveAuditoryOddballEEG_missingness_reason	Task not administered			
ds006018	PassiveAuditoryOddballEEG_missingness_reason	Experimenter error			
ds006018	VisualOddballEEG	1			
ds006018	VisualOddballEEG	0			
ds006018	VisualOddballEEG_missingness_reason			True	
ds006018	VisualOddballEEG_missingness_reason	Task not administered			
ds006018	VisualOddballEEG_missingness_reason	Participant-related issue			
ds006018	VisualSearchEEG	1			
ds006018	VisualSearchEEG	0			
ds006018	VisualSearchEEG_missingness_reason			True	
ds006018	VisualSearchEEG_missingness_reason	Participant-related issue			
ds006018	VisualSearchEEG_missingness_reason	Task not administered			
ds006018	FlankerEEG	1			
ds006018	FlankerEEG	0			
ds006018	FlankerEEG_missingness_reason			True	
ds006018	FlankerEEG_missingness_reason	Task not administered			
ds006018	EEG_Tasks	Passive Auditory Oddball (TONE), Visual Oddball (VO), Visual Search (VS), Flanker (FL)			
ds006018	EEG_Tasks	 Visual Oddball (VO), Visual Search (VS), Flanker (FL)			
ds006018	EEG_Tasks	Passive Auditory Oddball (TONE), Visual Oddball (VO), Flanker (FL)			
ds006018	EEG_Tasks	Passive Auditory Oddball (TONE), Visual Oddball (VO)			
ds006018	EEG_Tasks	Passive Auditory Oddball (TONE)			
ds006018	CapSize	52			
ds006018	CapSize	56			
ds006018	CapSize	54			
ds006018	CapSize	48			
ds006018	CapSize	50			
ds006018	CapSize	58			
ds006018	CapSize	60			
ds006018	NumBadChannels_AuditoryOddball	1.0			
ds006018	NumBadChannels_AuditoryOddball			True	
ds006018	NumBadChannels_AuditoryOddball	0.0			
ds006018	NumBadChannels_AuditoryOddball	2.0			
ds006018	NumBadChannels_VisualOddball	0.0			
ds006018	NumBadChannels_VisualOddball	1.0			
ds006018	NumBadChannels_VisualOddball	2.0			
ds006018	NumBadChannels_VisualOddball			True	
ds006018	NumBadChannels_Flanker	1.0			
ds006018	NumBadChannels_Flanker	0.0			
ds006018	NumBadChannels_Flanker	2.0			
ds006018	NumBadChannels_Flanker	3.0			
ds006018	NumBadChannels_Flanker			True	
ds006018	NumBadChannels_VisualSearch	1.0			
ds006018	NumBadChannels_VisualSearch	0.0			
ds006018	NumBadChannels_VisualSearch	2.0			
ds006018	NumBadChannels_VisualSearch			True	
ds006018	fs1	often true			
ds006018	fs1	never true			
ds006018	fs1	sometimes true			
ds006018	fs1			True	
ds006018	fs2	often true			
ds006018	fs2	never true			
ds006018	fs2	sometimes true			
ds006018	fs2			True	
ds006018	fs3	yes			
ds006018	fs3	no			
ds006018	fs3			True	
ds006018	fs4	some months but not every month			
ds006018	fs4	only 1 to 2 months			
ds006018	fs4			True	
ds006018	fs4	almost every month			
ds006018	fs5	yes			
ds006018	fs5	no			
ds006018	fs5			True	
ds006018	fs6	no			
ds006018	fs6	yes			
ds006018	fs6			True	
ds006018	hnc1a	no			
ds006018	hnc1a	yes			
ds006018	hnc1a			True	
ds006018	hnc1b	no			
ds006018	hnc1b			True	
ds006018	hnc1b	yes			
ds006018	hnc1c	no			
ds006018	hnc1c	yes			
ds006018	hnc1c			True	
ds006018	hnc1d	no			
ds006018	hnc1d	yes			
ds006018	hnc1d			True	
ds006018	hnc2a	yes			
ds006018	hnc2a	no			
ds006018	hnc2a			True	
ds006018	hnc2b	no			
ds006018	hnc2b	yes			
ds006018	hnc2b			True	
ds006018	hnc3	no			
ds006018	hnc3	yes			
ds006018	hnc3			True	
ds006018	hnc4	very safe			
ds006018	hnc4	somewhat safe			
ds006018	hnc4	somewhat unsafe			
ds006018	hnc4	very unsafe			
ds006018	hnc4			True	
ds006018	L1_recoded	Non-English			
ds006018	L1_recoded	English			
ds006018	L1_recoded			True	
ds006018	LEARN_L1	Home			
ds006018	LEARN_L1	School			
ds006018	LEARN_L1			True	
ds006018	L2_recoded	English			
ds006018	L2_recoded	Non-English			
ds006018	L2_recoded			True	
ds006018	LEARN_L2	School			
ds006018	LEARN_L2	Home			
ds006018	LEARN_L2			True	
ds006018	asrs1	sometimes			
ds006018	asrs1	rarely			
ds006018	asrs1	never			
ds006018	asrs1	often			
ds006018	asrs1	very often			
ds006018	asrs1			True	
ds006018	asrs2	rarely			
ds006018	asrs2	never			
ds006018	asrs2	often			
ds006018	asrs2	sometimes			
ds006018	asrs2			True	
ds006018	asrs2	very often			
ds006018	asrs3	rarely			
ds006018	asrs3	sometimes			
ds006018	asrs3	never			
ds006018	asrs3	often			
ds006018	asrs3	very often			
ds006018	asrs3			True	
ds006018	asrs4	sometimes			
ds006018	asrs4	often			
ds006018	asrs4	rarely			
ds006018	asrs4	very often			
ds006018	asrs4	never			
ds006018	asrs4			True	
ds006018	asrs5	sometimes			
ds006018	asrs5	very often			
ds006018	asrs5	rarely			
ds006018	asrs5	often			
ds006018	asrs5	never			
ds006018	asrs5			True	
ds006018	asrs6	sometimes			
ds006018	asrs6	rarely			
ds006018	asrs6	often			
ds006018	asrs6	never			
ds006018	asrs6	very often			
ds006018	asrs6			True	
ds006018	asrs7	rarely			
ds006018	asrs7	sometimes			
ds006018	asrs7	often			
ds006018	asrs7	never			
ds006018	asrs7	very often			
ds006018	asrs7			True	
ds006018	asrs8	sometimes			
ds006018	asrs8	never			
ds006018	asrs8	very often			
ds006018	asrs8	often			
ds006018	asrs8	rarely			
ds006018	asrs8			True	
ds006018	asrs9	rarely			
ds006018	asrs9	never			
ds006018	asrs9	sometimes			
ds006018	asrs9	often			
ds006018	asrs9			True	
ds006018	asrs9	very often			
ds006018	asrs10	rarely			
ds006018	asrs10	sometimes			
ds006018	asrs10	never			
ds006018	asrs10	often			
ds006018	asrs10	very often			
ds006018	asrs10			True	
ds006018	asrs11	rarely			
ds006018	asrs11	often			
ds006018	asrs11	very often			
ds006018	asrs11	sometimes			
ds006018	asrs11	never			
ds006018	asrs11			True	
ds006018	asrs12	rarely			
ds006018	asrs12	never			
ds006018	asrs12	sometimes			
ds006018	asrs12			True	
ds006018	asrs12	often			
ds006018	asrs12	very often			
ds006018	asrs13	rarely			
ds006018	asrs13	often			
ds006018	asrs13	sometimes			
ds006018	asrs13	never			
ds006018	asrs13	very often			
ds006018	asrs13			True	
ds006018	asrs14	sometimes			
ds006018	asrs14	never			
ds006018	asrs14	rarely			
ds006018	asrs14	often			
ds006018	asrs14	very often			
ds006018	asrs14			True	
ds006018	asrs15	sometimes			
ds006018	asrs15	rarely			
ds006018	asrs15	often			
ds006018	asrs15	never			
ds006018	asrs15	very often			
ds006018	asrs15			True	
ds006018	asrs16	sometimes			
ds006018	asrs16	never			
ds006018	asrs16	rarely			
ds006018	asrs16	very often			
ds006018	asrs16	often			
ds006018	asrs16			True	
ds006018	asrs17	rarely			
ds006018	asrs17	never			
ds006018	asrs17	sometimes			
ds006018	asrs17	often			
ds006018	asrs17			True	
ds006018	asrs17	very often			
ds006018	asrs18	rarely			
ds006018	asrs18	never			
ds006018	asrs18	sometimes			
ds006018	asrs18	very often			
ds006018	asrs18	often			
ds006018	asrs18			True	
ds006018	asrs1_binary	1.0			
ds006018	asrs1_binary	0.0			
ds006018	asrs1_binary			True	
ds006018	asrs2_binary	0.0			
ds006018	asrs2_binary	1.0			
ds006018	asrs2_binary			True	
ds006018	asrs3_binary	0.0			
ds006018	asrs3_binary	1.0			
ds006018	asrs3_binary			True	
ds006018	asrs4_binary	0.0			
ds006018	asrs4_binary	1.0			
ds006018	asrs4_binary			True	
ds006018	asrs5_binary	0.0			
ds006018	asrs5_binary	1.0			
ds006018	asrs5_binary			True	
ds006018	asrs6_binary	0.0			
ds006018	asrs6_binary	1.0			
ds006018	asrs6_binary			True	
ds006018	ADHD_binary	0.0			
ds006018	ADHD_binary	1.0			
ds006018	ADHD_binary			True	
ds005863	Gender	female			
ds005863	Gender	male			
ds005863	Gender	non-binary (amab)			
ds005863	Handedness	right			
ds005863	Handedness	left			
ds005863	Handedness	ambidextrous (i.e., both right and left)			
ds005863	Highest_Edu	high school graduate (diploma or ged equivalent)			
ds005863	Highest_Edu	bachelor's degree (for example: ba, bs)			
ds005863	Highest_Edu	1 or more years of college, no degree			
ds005863	Highest_Edu	some college credit, but less than 1 year			
ds005863	Highest_Edu	associate degree (2-year college)			
ds005863	Highest_Edu	master's degree (for example: ma, ms, mba, mfa, msw)			
ds005863	Employed	no			
ds005863	Employed	yes			
ds005863	Employed_Yes			True	
ds005863	Employed_Yes	full-time			
ds005863	Employed_Yes	part-time			
ds005863	Household_Members	5.0			
ds005863	Household_Members	2.0			
ds005863	Household_Members	4.0			
ds005863	Household_Members	3.0			
ds005863	Household_Members	8.0			
ds005863	Household_Members	7.0			
ds005863	Household_Members	6.0			
ds005863	Household_Members	1.0			
ds005863	Household_Members			True	
ds005863	Adult1	mother			
ds005863	Adult1	father			
ds005863	Adult1	uncle (parental guardian)			
ds005863	Adult1	not usable; reported non-parent/legal guardian in current household			
ds005863	Adult1	parent			
ds005863	Adult1_Other			True	
ds005863	Adult1_In_Household	yes			
ds005863	Adult1_In_Household	no			
ds005863	Adult2	father			
ds005863	Adult2	mother			
ds005863	Adult2			True	
ds005863	Adult2	sister			
ds005863	Adult2	step father			
ds005863	Adult2	grandparent			
ds005863	Adult2	not usable; reported non-parent/legal guardian in current household			
ds005863	Adult2	step-parent			
ds005863	Adult2	stepparent			
ds005863	Adult2_Other			True	
ds005863	Adult2_In_Household	yes			
ds005863	Adult2_In_Household			True	
ds005863	Adult2_In_Household	no			
ds005863	Adult3_In_Household			True	
ds005863	Adult3_In_Household	yes			
ds005863	Adult3_In_Household	no			
ds005863	Adult4_Edu			True	
ds005863	Adult4_Edu	bachelor's degree (for example: ba, bs)			
ds005863	Adult4_Edu	1 or more years of college, no degree			
ds005863	Adult4_Edu	10th grade			
ds005863	Adult4_Edu	5th or 6th grade			
ds005863	Adult4_Edu	master's degree (for example: ma, ms, mba, mfa, msw)			
ds005863	Adult4_Edu	high school graduate (diploma or ged equivalent)			
ds005863	Adult4_Edu	1st, 2nd, 3rd, or 4th grade			
ds005863	Adult4_Edu	9th grade			
ds005863	Adult4_Edu	less than 1st grade			
ds005863	Adult4_In_Household			True	
ds005863	Adult4_In_Household	yes			
ds005863	Adult4_In_Household	no			
ds005863	Highest_Adult_Edu	Bachelor's degree			
ds005863	Highest_Adult_Edu	Some college, no degree			
ds005863	Highest_Adult_Edu	Professional or graduate degree			
ds005863	Highest_Adult_Edu	High school diploma			
ds005863	Highest_Adult_Edu	Less than a high school diploma			
ds005863	Highest_Adult_Edu	Associate degree			
ds005863	Project	COCOA			
ds005863	Project	SASA			
ds005863	EEG_Tasks	Flanker (FL), Visual Search (VS), Visual Oddball (VO)			
ds005863	EEG_Tasks	Flanker (FL), Visual Search (VS), Visual Oddball (VO), Passive Auditory Oddball (TONE)			
ds005863	EEG_Tasks	Flanker (FL), Visual Oddball (VO), Passive Auditory Oddball (TONE)			
ds005863	EEG_Tasks	Passive Auditory Oddball (TONE), Visual Oddball (VO)			
ds005863	EEG_Tasks	Passive Auditory Oddball (TONE)			
ds005863	CapSize	52.0			
ds005863	CapSize	56.0			
ds005863	CapSize	54.0			
ds005863	CapSize	48.0			
ds005863	CapSize	50.0			
ds005863	CapSize	58.0			
ds005863	CapSize			True	
ds005863	CapSize	60.0			
ds005863	Replaced_electrode			True	
ds005863	fs1	never true			
ds005863	fs1	sometimes true			
ds005863	fs1	often true			
ds005863	fs1			True	
ds005863	fs2	never true			
ds005863	fs2	sometimes true			
ds005863	fs2	often true			
ds005863	fs2			True	
ds005863	fs3	no			
ds005863	fs3	yes			
ds005863	fs3			True	
ds005863	fs4			True	
ds005863	fs4	only 1 to 2 months			
ds005863	fs4	some months but not every month			
ds005863	fs4	almost every month			
ds005863	fs5	no			
ds005863	fs5	yes			
ds005863	fs5			True	
ds005863	fs6	no			
ds005863	fs6	yes			
ds005863	fs6			True	
ds005863	hnc1a	no			
ds005863	hnc1a	yes			
ds005863	hnc1a			True	
ds005863	hnc1b	no			
ds005863	hnc1b			True	
ds005863	hnc1b	yes			
ds005863	hnc1c	no			
ds005863	hnc1c	yes			
ds005863	hnc1c			True	
ds005863	hnc1d	yes			
ds005863	hnc1d	no			
ds005863	hnc1d			True	
ds005863	hnc2a	no			
ds005863	hnc2a	yes			
ds005863	hnc2a			True	
ds005863	hnc2b	no			
ds005863	hnc2b	yes			
ds005863	hnc2b			True	
ds005863	hnc3	no			
ds005863	hnc3	yes			
ds005863	hnc3			True	
ds005863	hnc4	somewhat safe			
ds005863	hnc4	somewhat unsafe			
ds005863	hnc4	very safe			
ds005863	hnc4	very unsafe			
ds005863	hnc4			True	
ds005863	L1_recoded			True	
ds005863	L1_recoded	English			
ds005863	L1_recoded	Non-English			
ds005863	LEARN_L1			True	
ds005863	LEARN_L1	Home			
ds005863	LEARN_L1	School			
ds005863	L2_recoded			True	
ds005863	L2_recoded	Non-English			
ds005863	L2_recoded	English			
ds005863	LEARN_L2			True	
ds005863	LEARN_L2	Home			
ds005863	LEARN_L2	School			
ds005863	asrs1	very often			
ds005863	asrs1	rarely			
ds005863	asrs1	sometimes			
ds005863	asrs1	never			
ds005863	asrs1	often			
ds005863	asrs1			True	
ds005863	asrs2	rarely			
ds005863	asrs2	never			
ds005863	asrs2	often			
ds005863	asrs2	sometimes			
ds005863	asrs2			True	
ds005863	asrs2	very often			
ds005863	asrs3	never			
ds005863	asrs3	sometimes			
ds005863	asrs3	often			
ds005863	asrs3	rarely			
ds005863	asrs3	very often			
ds005863	asrs3			True	
ds005863	asrs4	never			
ds005863	asrs4	sometimes			
ds005863	asrs4	often			
ds005863	asrs4	rarely			
ds005863	asrs4	very often			
ds005863	asrs4			True	
ds005863	asrs5	rarely			
ds005863	asrs5	sometimes			
ds005863	asrs5	very often			
ds005863	asrs5	often			
ds005863	asrs5	never			
ds005863	asrs5			True	
ds005863	asrs6	rarely			
ds005863	asrs6	often			
ds005863	asrs6	sometimes			
ds005863	asrs6	never			
ds005863	asrs6	very often			
ds005863	asrs6			True	
ds005863	asrs7	never			
ds005863	asrs7	sometimes			
ds005863	asrs7	often			
ds005863	asrs7	rarely			
ds005863	asrs7	very often			
ds005863	asrs7			True	
ds005863	asrs8	rarely			
ds005863	asrs8	sometimes			
ds005863	asrs8	never			
ds005863	asrs8	very often			
ds005863	asrs8	often			
ds005863	asrs8			True	
ds005863	asrs9	never			
ds005863	asrs9	sometimes			
ds005863	asrs9	rarely			
ds005863	asrs9	often			
ds005863	asrs9			True	
ds005863	asrs9	very often			
ds005863	asrs10	never			
ds005863	asrs10	rarely			
ds005863	asrs10	sometimes			
ds005863	asrs10	often			
ds005863	asrs10	very often			
ds005863	asrs10			True	
ds005863	asrs11	rarely			
ds005863	asrs11	often			
ds005863	asrs11	very often			
ds005863	asrs11	sometimes			
ds005863	asrs11	never			
ds005863	asrs11			True	
ds005863	asrs12	rarely			
ds005863	asrs12	never			
ds005863	asrs12	sometimes			
ds005863	asrs12			True	
ds005863	asrs12	often			
ds005863	asrs12	very often			
ds005863	asrs13	sometimes			
ds005863	asrs13	rarely			
ds005863	asrs13	often			
ds005863	asrs13	never			
ds005863	asrs13	very often			
ds005863	asrs13			True	
ds005863	asrs14	never			
ds005863	asrs14	sometimes			
ds005863	asrs14	rarely			
ds005863	asrs14	often			
ds005863	asrs14	very often			
ds005863	asrs14			True	
ds005863	asrs15	never			
ds005863	asrs15	rarely			
ds005863	asrs15	sometimes			
ds005863	asrs15	often			
ds005863	asrs15	very often			
ds005863	asrs15			True	
ds005863	asrs16	rarely			
ds005863	asrs16	never			
ds005863	asrs16	sometimes			
ds005863	asrs16	very often			
ds005863	asrs16	often			
ds005863	asrs16			True	
ds005863	asrs17	rarely			
ds005863	asrs17	never			
ds005863	asrs17	sometimes			
ds005863	asrs17	often			
ds005863	asrs17			True	
ds005863	asrs17	very often			
ds005863	asrs18	never			
ds005863	asrs18	sometimes			
ds005863	asrs18	rarely			
ds005863	asrs18	very often			
ds005863	asrs18	often			
ds005863	asrs18			True	
ds006883	sex	M			
ds006883	sex	F			
ds006883	group	2mo_control			
ds006883	group	9mo_control			
ds006391	Gender	Male	Male		
ds006391	Gender	Female	Female		
ds006391	Gender	Non-binary	Non-binary		
ds006391	Handedness	Right-hand	Right-hand		
ds006391	Edu_Level	College (Bachelors)	College (Bachelors)		
ds006391	Edu_Level	High School / GED	High School / GED		
ds006391	Edu_Level	Graduate school (Masters)	Graduate school (Masters)		
ds006391	Edu_Level	Graduate school (Doctorate)	Graduate school (Doctorate)		
ds006391	Edu_Level	Middle School	Middle School		
ds006391	Edu_Level	College (Associates)	College (Associates)		
ds006391	Edu_Level	Elementary School	Elementary School		
ds005449	sex			True	
ds005449	sex	male	male		
ds005449	sex	female	female		
ds005873	sex	f	female		
ds005873	sex	m	male		
ds003474	sex	1.0			
ds003474	sex	2.0			
ds003474	sex			True	
ds003474	age	19.0			
ds003474	age	18.0			
ds003474	age	22.0			
ds003474	age	21.0			
ds003474	age	20.0			
ds003474	age	23.0			
ds003474	age			True	
ds003474	age	24.0			
ds003478	sex	1.0			
ds003478	sex	2.0			
ds003478	sex			True	
ds003478	age	19.0			
ds003478	age	18.0			
ds003478	age	22.0			
ds003478	age	21.0			
ds003478	age	20.0			
ds003478	age	23.0			
ds003478	age			True	
ds003478	age	24.0			
ds003478	SCID	No Interview			
ds003478	SCID	Do not meet criterion for current or past MDD			
ds003478	SCID	Current MDD			
ds003478	SCID	Past MDD			
ds006910	sex	M	male		
ds006910	sex	F	female		
ds006910	handedness	R	right		
ds006910	handedness	L	left		
ds006910	handedness	A	ambidextrous		
ds006777	sex	M	male		
ds006777	sex	F	female		
ds006777	handedness	L	left		
ds006777	handedness	R	right		
ds006777	handedness	A	ambidextrous		
ds006777	handedness			True	
ds006777	group	TD	typically developing		
ds006777	group	ASD	autism spectrum disorder		
ds006777	group	ASD SIBLING	ASD SIBLING		
ds006777	ados_css			True	
ds006777	ados_css	15.0			
ds006777	ados_css	10.0			
ds006777	ados_css	8.0			
ds006777	ados_css	6.0			
ds006777	ados_css	9.0			
ds006777	ados_css	7.0			
ds006777	ados_css	4.0			
ds006777	ados_css	3.0			
ds006777	ados_css	5.0			
ds005901	Age	17			
ds005901	Age	20			
ds005901	Age	18			
ds005901	Age	21			
ds005901	Age	19			
ds005901	Age	22			
ds005901	Age	23			
ds005901	Age	15			
ds005901	Age	16			
ds005901	Sex	M	Male		
ds005901	Sex	F	Female		
ds005901	Sex	O			
ds006861	stimulation_side	Right			
ds006861	stimulation_side	Left			
ds006861	Gender	Female			
ds006861	Gender	Male			
ds006861	Group	Low Lonely			
ds006861	Group	High Lonely			
